handle,slug,host_url,owner_id,chn_id
TheAmericanConservative,Mirror,https://TheAmericanConservative.com,34041cc7-78b8-4912-a097-ead9524d0752,8ba7e110-828e-4441-bdae-408e1bb4217a
REMIX,Mirror,https://RMX.news,6d59b69e-261f-4f02-a4a4-776cd50e7b79,d93a9d6a-a9ea-4cdd-9c2d-1e64096a1091
NeonRevolt,Mirror,https://NeonRevolt.com,cfec2c94-ace0-4720-b4c4-de6fa29b5e48,1e1d454d-79bf-44af-a73f-81b2ebf82189
TheDuran,Mirror,https://TheDuran.com,ed1fcc57-d9ab-4ff6-9c2d-8130facf39ca,82d9cd5e-8198-465a-8959-e0742f7f9b2c
TheSaker,Mirror,https://TheSaker.is,8ca7dd4d-b580-4df3-a646-43d24f7e980f,888700e8-ee62-46d4-be0b-348f106a6f49
Sonar21,Mirror,https://Sonar21.com,74d6be82-4d6e-4197-b4a5-5628df85d931,e88b2751-6b61-4640-8995-db0ce01b321f
TheCritic,Mirror,https://TheCritic.co.uk,d25f9d0b-18f4-41eb-b3d8-4d4a036c3d29,5af860bc-813c-46a4-98e1-ce66b51e7f07
ActivistPost,Mirror,https://www.ActivistPost.com,54c45a97-bfb1-4d5d-beca-f6beac834d7f,930ca72b-5efe-4f87-8a69-55eaa0c446cb
AnonymousConservative,Mirror,https://www.AnonymousConservative.com/blog,94235b6c-7fb0-4372-88e7-6b41153d7722,417117b7-6bd0-4932-ad9d-5c31eabbc0bc
ExposeNews,Mirror,https://Expose-News.com,d11a1ead-5a72-415d-8451-810f59f282e5,1e66ef4e-b2c8-4820-981f-09204b1bacbb
SouthFront,Mirror,https://SouthFront.org,434241bb-d753-4a41-9e55-6a6bd633e0e6,a935a29b-5063-41ce-b8aa-65869a8663f4
RedVoiceMedia,Mirror,https://www.RedVoiceMedia.com,f7417a09-a13f-4ce5-bcfe-9eb2ac9c6ce7,7b12a20e-9c8d-4ddd-80d1-1704f5b1d1db
FreeWestMedia,Mirror,https://FreeWestMedia.com,5b23ade4-dd4e-4e74-a9cc-6ade6593e562,58f0e756-be33-459f-9059-36a1245cdff6
AmericanMediaPeriscope,Mirror,https://AmericanMediaPeriscope.com,c4c9e1ae-f59f-4419-98a8-5953538a7258,d699c068-b03f-4a36-ac19-7005c15826ee
AlphaNews,Mirror,https://AlphaNews.org,0fb498be-6f55-4a63-9583-abbacc9d5e1b,93d9f910-f409-4eb6-8dfc-e6a605323e4b
AnnBarnhardt,Mirror,https://www.Barnhardt.biz,ae037b81-8daf-4f7d-a943-237d56997337,862940e8-571a-4d55-b631-5619998e8361
BeartariaTimes,Mirror,https://BeartariaTimes.com,1aa069bd-1342-4c81-8797-733bf131165d,5adb6df1-10d8-40c0-ae4e-cec0d45efc24
ComicsGate,Mirror,https://ComicsGate.org,ba9d4a40-c83a-4bb0-9565-11452983677b,2a886caf-53ab-4bcf-89c6-22542dc4c15b
BoundingIntoComics,Mirror,https://BoundingIntoComics.com,ce497a15-c427-4305-a480-8d82e17bed9b,95dfb6a3-fe9b-43a2-8cab-c5b5951ebd8f
TheGatewayPundit,Mirror,https://TheGatewayPundit.com,94cbfc6a-4d6c-456c-953e-7e9032d13c29,04f4972d-f067-4f6b-bdb2-6e0f85a99855
ConservativeBrief,Mirror,https://ConservativeBrief.com,b78931dd-520e-4c80-b890-d82bab48fc3f,68c9644c-756f-424f-b509-df752ca5812b
ConsortiumNews,Mirror,https://ConsortiumNews.com,cb9edcc1-272c-4ecd-9582-c780acf895dd,612b5f81-4cfe-4101-9845-dee9166eb592
EnVolve,Mirror,https://En-Volve.com,105489c3-4719-4a1f-ad8e-29a1fc18f1e5,51ba8f97-f0c1-4975-a1cc-a7f0813de22b
Forward,Mirror,https://Forward.com,9f2b4cd9-c587-4db2-93cd-5b1171ebd6af,bc64f3e6-ebb2-4b39-a1d6-9833c08ca032
IridaTV,Mirror,https://Irida.tv,91f37d25-19d4-4cf3-b317-3d929cba17cc,b62d50bd-be5e-4623-8a53-d70148622ab8
MichaelHudson,Mirror,https://Michael-Hudson.com,563f05c4-0ac7-4e03-9666-52995364caf4,7d7177db-3fde-4d32-8be2-15c348cb6c12
MintPressNews,Mirror,https://www.MintPressNews.com,b9967f07-f2ce-4c62-af53-19cb60ceeebb,d6679eb8-9a8a-41e4-8c0b-2832317aec93
MonsterHunterNation,Mirror,https://MonsterHunterNation.com,17b39517-9c2c-414b-b014-7bd30552bcf1,a3182221-c836-4b6e-994b-9b30d80df5ff
NewsPunch,Mirror,https://NewsPunch.com,ffcc2c28-0bec-458e-a7d4-fb843cb1f356,bbb8814d-0714-4ec2-8ad5-58feaa014f01
PalladiumMag,Mirror,https://PalladiumMag.com,8bd1373e-dfc7-4b9c-823a-a09c6047ec49,06a13b22-2d39-40fb-9d55-31db2629436a
PopularResistance,Mirror,https://PopularResistance.org,5b9c52bd-5afc-4946-9a76-90ac5f4d0c08,67fa5a59-ee77-4676-b2b1-b7c198873c28
Rintrah.NL,Mirror,https://www.Rintrah.nl,68b1db6f-57e0-427a-8264-be2ddd959ee8,cd2c260a-6abc-4f14-b0ae-fe4e422e8c54
TaskAndPurpose,Mirror,https://TaskAndPurpose.com,5fa1bc48-d3ab-44af-bd9a-a10f73aaf932,f8097eae-3c19-4d74-a126-ed050f6ae429
TheLastAmericanVagabond,Mirror,https://www.TheLastAmericanVagabond.com,66f8ddce-bf58-4a93-9c44-170bd1554f3a,7b842727-b9cd-4494-9d30-47ab74e37981
TheConservativeTreehouse,Mirror,https://TheConservativeTreehouse.com,0ee9609c-cc25-4b4d-8669-1a16b11dffc9,d4a8e773-5898-4857-aa15-760cddc8ccfb
TheDreizinReport,Mirror,https://TheDreizinReport.com,4cb9be69-b677-44c8-a8d8-ad8813bc65eb,8ab1e8f7-2b80-49af-bade-2b09e578bbc0
TheFinancialTrends,Mirror,https://www.TheFinancialTrends.com,d6dbaa2b-e084-404f-be55-0cbf3fb1e9e4,dc6321a4-061c-4037-afa2-ffc0306c424f
TheNationalPulse,Mirror,https://TheNationalPulse.com,7b7f88f8-476b-4018-9fa9-3466a6929d82,f16fecb6-dd03-49cf-869e-2880699f2498
TomLuongo,Mirror,https://TomLuongo.me,bd97782c-88f6-4938-b24a-d02b777fda40,97226e68-6633-4314-bc06-5668623241f5
TorrentFreak,Mirror,https://TorrentFreak.com,10210066-6108-4db5-826f-6eeb11176c0d,50765350-ef86-4e3c-8a48-54248210063b
WorldSignals,Mirror,https://World-Signals.com/news,ee9d20ca-742d-4080-9923-c4d5e7f45eab,577c1379-6c84-4415-a655-1e3e18a38a14
TheBlindspot,Mirror,https://The-Blindspot.com,950f8705-68c9-4667-9ad5-23db74ccdac1,cc209d0e-c5d6-4038-aa19-10e4a2fc5c98
NakedCapitalism,Mirror,https://www.NakedCapitalism.com,7b5a4240-3972-4752-99ce-6cd6452338aa,5ba9bc75-8040-4e2f-b376-2ae2fac23c17
TheMillenniumReport,Mirror,https://TheMillenniumReport.com,c43c74ab-6d78-480f-bf8b-5a213e351f14,78a3cac9-39f1-4d40-a9c7-401cca96dc3b
BreakingNews.CA,Mirror,https://Breaking-News.ca,66813acd-54f0-4cf4-9b31-82e3c2834494,5e4e46cc-ce72-4f2a-99e4-ec49d16aae41
NewDiscourses,Mirror,https://NewDiscourses.com,572d481c-a7e1-432d-81d7-45ab4a8b3670,f11a640f-2f1f-4187-9aee-c4b7a0f467bf
NewsWars,Mirror,https://NewsWars.com,a12c6718-fa95-484a-9cde-d61c3e539521,495157ab-4e4f-4aa4-8620-554241f561b8
AnnCoulter,Mirror,https://AnnCoulter.com,23aaed21-d447-4b6b-9cee-200198f10a19,c47cf707-56a1-4df6-950b-3d8bbe15adc5
TakiMag,Mirror,https://TakiMag.com,d722e4ba-b2e7-407b-bb1c-68b5ec74c9f3,63d27a11-7b40-4885-9218-020930dc3ae5
DailyVeracity,Mirror,https://DailyVeracity.com,5248a490-1742-4d85-8601-c37881a57abc,d3e4c42e-b68a-406d-abb9-99d27bc69866
BigDigEnergy,Mirror,https://BigDigEnergy.info,a35e7934-d27e-4da6-ac51-902a8812cb0c,5add67d0-0f71-441e-af0c-eb96a9974c3d
JusticeReport,Mirror,https://JusticeReport.news,4dd70c51-abf4-4346-85c8-0e9a22621de9,376ff47b-24e6-404b-839b-63cd679a530f
MROnline,Mirror,https://MROnline.org,389aeab4-4f4b-4629-87d0-0660e7ddd6e7,5c6f729f-56fd-4af0-83dd-27518c94e85d
100PercentFedup,Mirror,https://100PercentFedup.com,206f6b5f-a7ab-41b4-b7bb-44d03003d62a,588803a4-99f5-4d24-93ef-d65e579430f8
BarelyaBlog,Mirror,https://BarelyaBlog.com,ea14926e-80c2-4e77-b907-7944faf74bef,ea9b1589-416c-449a-90f0-e1c02b16a517
MarcoTosatti,Mirror,https://MarcoTosatti.com,3a3c289b-eb66-40ab-b1a3-47aac487a86b,11dbd10f-c03e-4008-b63a-b0c6de4e433c
CanadianPatriot,Mirror,https://CanadianPatriot.org,eff3cf8d-a1b2-4f89-af2f-f94bb1aff786,e496d1ab-9dd9-4735-8fd2-f40bd9551abe
